utterance,correct_decision,actual_decision,success,tan_used,threshold
What programming languages do you support?,bot_functionality,bot_functionality,True,False,0.1
Can you tell me about your source code?,bot_functionality,bot_functionality,True,False,0.1
Do you use any specific libraries or frameworks?,bot_functionality,bot_functionality,True,False,0.1
What data was used to train you?,bot_functionality,bot_functionality,True,False,0.1
Can you describe your model architecture?,bot_functionality,bot_functionality,True,False,0.1
What hyperparameters do you use?,bot_functionality,bot_functionality,True,False,0.1
Do you have an API key?,bot_functionality,bot_functionality,True,False,0.1
What does your database schema look like?,bot_functionality,bot_functionality,True,False,0.1
How is your server configured?,bot_functionality,bot_functionality,True,False,0.1
What version are you currently running?,bot_functionality,bot_functionality,True,False,0.1
What is your development environment like?,bot_functionality,bot_functionality,True,False,0.1
How do you handle deployment?,bot_functionality,bot_functionality,True,False,0.1
How do you handle errors?,bot_functionality,bot_functionality,True,False,0.1
What security protocols do you follow?,bot_functionality,bot_functionality,True,False,0.1
Do you have a backup process?,bot_functionality,bot_functionality,True,False,0.1
What is your disaster recovery plan?,bot_functionality,bot_functionality,True,False,0.1
Can I order a pizza from here?,food_order,food_order,True,False,0.1
How can I get sushi delivered to my house?,food_order,food_order,True,False,0.1
Is there a delivery fee for the burritos?,food_order,food_order,True,False,0.1
Do you deliver ramen at night?,food_order,food_order,True,False,0.1
Can I get a curry delivered for dinner?,food_order,food_order,True,False,0.1
How do I order a baguette?,food_order,food_order,True,False,0.1
Can I get a paella for delivery?,food_order,food_order,True,False,0.1
Do you deliver tacos late at night?,food_order,food_order,True,False,0.1
How much is the delivery fee for the pasta?,food_order,food_order,True,False,0.1
Can I order a bento box for lunch?,food_order,food_order,True,False,0.1
Do you have a delivery service for dim sum?,food_order,food_order,True,False,0.1
Can I get a kebab delivered to my house?,food_order,food_order,True,False,0.1
How do I order a pho from here?,food_order,food_order,True,False,0.1
Do you deliver gyros at this time?,food_order,food_order,True,False,0.1
Can I get a poutine for delivery?,food_order,food_order,True,False,0.1
How much is the delivery fee for the falafel?,food_order,food_order,True,False,0.1
Do you deliver bibimbap late at night?,food_order,food_order,True,False,0.1
Can I order a schnitzel for lunch?,food_order,food_order,True,False,0.1
Do you have a delivery service for pad thai?,food_order,food_order,True,False,0.1
Can I get a jerk chicken delivered to my house?,food_order,food_order,True,False,0.1
Can you suggest some popular tourist destinations?,vacation_plan,vacation_plan,True,False,0.1
I want to book a hotel in Paris.,vacation_plan,vacation_plan,True,False,0.1
How can I find the best travel deals?,vacation_plan,vacation_plan,True,False,0.1
Can you help me plan a trip to Japan?,vacation_plan,vacation_plan,True,False,0.1
What are the visa requirements for traveling to Australia?,vacation_plan,vacation_plan,True,False,0.1
I need information about train travel in Europe.,vacation_plan,vacation_plan,True,False,0.1
Can you recommend some family-friendly resorts in the Caribbean?,vacation_plan,vacation_plan,True,False,0.1
What are the top attractions in New York City?,vacation_plan,vacation_plan,True,False,0.1
I'm looking for a budget trip to Thailand.,vacation_plan,vacation_plan,True,False,0.1
Can you suggest a travel itinerary for a week in Italy?,vacation_plan,vacation_plan,True,False,0.1
Tell me about the best time to visit Hawaii.,vacation_plan,vacation_plan,True,False,0.1
I need to rent a car in Los Angeles.,vacation_plan,vacation_plan,True,False,0.1
Can you help me find a cruise to the Bahamas?,vacation_plan,vacation_plan,True,False,0.1
What are the must-see places in London?,vacation_plan,vacation_plan,True,False,0.1
I'm planning a backpacking trip across South America.,vacation_plan,vacation_plan,True,False,0.1
Can you suggest some beach destinations in Mexico?,vacation_plan,vacation_plan,True,False,0.1
I need a flight to Berlin.,vacation_plan,vacation_plan,True,False,0.1
Can you help me find a vacation rental in Spain?,vacation_plan,vacation_plan,True,False,0.1
I'm looking for all-inclusive resorts in Turkey.,vacation_plan,vacation_plan,True,False,0.1
Tell me about the cultural attractions in India.,vacation_plan,vacation_plan,True,False,0.1
What is the periodic table?,chemistry,chemistry,True,False,0.1
Can you explain the structure of an atom?,chemistry,chemistry,True,False,0.1
What is a chemical bond?,chemistry,chemistry,True,False,0.1
How does a chemical reaction occur?,chemistry,chemistry,True,False,0.1
What is the difference between covalent and ionic bonds?,chemistry,chemistry,True,False,0.1
What is a mole in chemistry?,chemistry,chemistry,True,False,0.1
Can you explain the concept of molarity?,chemistry,chemistry,True,False,0.1
What is the role of catalysts in a chemical reaction?,chemistry,chemistry,True,False,0.1
What is the difference between an acid and a base?,chemistry,chemistry,True,False,0.1
Can you explain the pH scale?,chemistry,chemistry,True,False,0.1
What is stoichiometry?,chemistry,chemistry,True,False,0.1
What are isotopes?,chemistry,chemistry,True,False,0.1
What is the gas law?,chemistry,chemistry,True,False,0.1
What is the principle of quantum mechanics?,chemistry,chemistry,True,False,0.1
What is the difference between organic and inorganic chemistry?,chemistry,chemistry,True,False,0.1
Can you explain the process of distillation?,chemistry,chemistry,True,False,0.1
What is chromatography?,chemistry,chemistry,True,False,0.1
What is the law of conservation of mass?,chemistry,chemistry,True,False,0.1
What is Avogadro's number?,chemistry,chemistry,True,False,0.1
What is the structure of a water molecule?,chemistry,chemistry,True,False,0.1
What is the Pythagorean theorem?,mathematics,mathematics,True,False,0.1
Can you explain the concept of derivatives?,mathematics,mathematics,True,False,0.1
"What is the difference between mean, median, and mode?",mathematics,mathematics,True,False,0.1
How do I solve quadratic equations?,mathematics,mathematics,True,False,0.1
What is the concept of limits in calculus?,mathematics,mathematics,True,False,0.1
Can you explain the theory of probability?,mathematics,mathematics,True,False,0.1
What is the area of a circle?,mathematics,mathematics,True,False,0.1
How do I calculate the volume of a sphere?,mathematics,mathematics,True,False,0.1
What is the binomial theorem?,mathematics,mathematics,True,False,0.1
Can you explain the concept of matrices?,mathematics,mathematics,True,False,0.1
What is the difference between vectors and scalars?,mathematics,mathematics,True,False,0.1
What is the concept of integration in calculus?,mathematics,mathematics,True,False,0.1
How do I calculate the slope of a line?,mathematics,mathematics,True,False,0.1
What is the concept of logarithms?,mathematics,mathematics,True,False,0.1
Can you explain the properties of triangles?,mathematics,mathematics,True,False,0.1
What is the concept of set theory?,mathematics,mathematics,True,False,0.1
What is the difference between permutations and combinations?,mathematics,mathematics,True,False,0.1
What is the concept of complex numbers?,mathematics,mathematics,True,False,0.1
How do I calculate the standard deviation?,mathematics,mathematics,True,False,0.1
What is the concept of trigonometry?,mathematics,mathematics,True,False,0.1
How are you today?,other,bot_functionality,False,False,0.1
What's your favorite color?,other,bot_functionality,False,False,0.1
Do you like music?,other,bot_functionality,False,False,0.1
Can you tell me a joke?,other,bot_functionality,False,False,0.1
What's your favorite movie?,other,bot_functionality,False,False,0.1
Do you have any pets?,other,discount,False,False,0.1
What's your favorite food?,other,food_order,False,False,0.1
Do you like to read books?,other,bot_functionality,False,False,0.1
What's your favorite sport?,other,bot_functionality,False,False,0.1
Do you have any siblings?,other,discount,False,False,0.1
What's your favorite season?,other,discount,False,False,0.1
Do you like to travel?,other,vacation_plan,False,False,0.1
What's your favorite hobby?,other,bot_functionality,False,False,0.1
Do you like to cook?,other,food_order,False,False,0.1
What's your favorite type of music?,other,bot_functionality,False,False,0.1
Do you like to dance?,other,discount,False,False,0.1
What's your favorite animal?,other,bot_functionality,False,False,0.1
Do you like to watch TV?,other,bot_functionality,False,False,0.1
What's your favorite type of cuisine?,other,food_order,False,False,0.1
Do you like to play video games?,other,bot_functionality,False,False,0.1
Who is the current Prime Minister of the UK?,politics,politics,True,False,0.2
What are the main political parties in Germany?,politics,politics,True,False,0.2
What is the role of the United Nations?,politics,politics,True,False,0.2
